Sentence,Emotion,Emotion_ID
Two more containers.,neutral,0
"Oh, yes.",surprise,6
Shall I bring those along?,neutral,0
Yes.,neutral,0
"No, I have to turn/spin.",neutral,0
You just take the other container.,neutral,0
Alright.,neutral,0
Yes.,neutral,0
"Oh, but why is there a coat rack here?",surprise,6
I hear people.,surprise,6
I thought I heard people.,surprise,6
Then we must quickly go to the arrival.,fear,3
"It doesn't fit at all, does it?",surprise,6
Yes.,neutral,0
"Oh, yes.",surprise,6
"Oh, yes.",surprise,6
"Oh, yes.",surprise,6
"Oh, yes.",surprise,6
"Oh, yes.",surprise,6
"Oh, yes.",surprise,6
"Oh, yes.",neutral,0
"Oh, yes.",neutral,0
"Oh, yes.",neutral,0
Yes.,neutral,0
And here we do maintenance on our vintage cars whenever necessary.,neutral,0
"So your son, he also comes here to do odd jobs?",neutral,0
Yes.,neutral,0
And even more people?,surprise,6
No strangers.,neutral,0
"No, not from the village.",neutral,0
No?,surprise,6
No.,anger,1
Who then from the village?,neutral,0
"Well, I don't know from the village.",neutral,0
"I don't know those people, but I have photos.",neutral,0
I have photos with strange people in them.,fear,3
Do you know that there are strange people?,neutral,0
Yes.,neutral,0
Andr̩ is my best buddy.,happiness,4
He/she comes here regularly.,neutral,0
"Is a stranger to you, a friend to me.",neutral,0
Yes.,neutral,0
Ok̩.,neutral,0
But friends do come here with their vintage cars?,surprise,6
"Yes, but not really doing chores.",neutral,0
There is still a little cow here.,neutral,0
"Well, nice ass.",happiness,4
Nothing wrong with that.,neutral,0
Yes.,neutral,0
No registered account.,anger,1
"Alright, then we also still have the matter of the conifers.",neutral,0
Yes.,neutral,0
We should also take a look at that.,neutral,0
"Well, that looks nice.",happiness,4
And why are these queens here?,surprise,6
Because I was not allowed to put up fences from the municipality.,anger,1
And then the municipality said that I am allowed to put up a fence.,happiness,4
But you don't live here? There are little horses and a swing island.,surprise,6
"Can't I separate my property, just like everyone else?",anger,1
"It is not a yard, it is floating land.",neutral,0
What do you get out of it?,neutral,0
It benefits me that I no longer want contact with these people.,happiness,4
Ok̩.,neutral,0
"Of course, we no longer have a license plate.",sadness,5
It's just the end of the story.,sadness,5
"Alright, then we've seen it here.",neutral,0
Then I will call Victor.,neutral,0
Victor?,surprise,6
Yes?,neutral,0
Are you coming?,neutral,0
"Yes, I'm coming, you know.",neutral,0
Then we have to go far.,neutral,0
Yes.,neutral,0
We are going to make audio recordings soon.,neutral,0
Yes!,happiness,4
Yes!,happiness,4
Yes!,happiness,4
Yes!,happiness,4
Yes!,happiness,4
Woehoe!,happiness,4
Yes!,happiness,4
Entered incorrectly.,anger,1
Yes.,neutral,0
But he is not hot.,sadness,5
Yes!,happiness,4
Yes!,happiness,4
Yes!,happiness,4
Yes!,happiness,4
"When we were climbing, I thought, we are there.",happiness,4
I was upstairs.,neutral,0
"Then I looked to the left for a moment and I saw Team North, I saw them struggling quite a bit.",happiness,4
No!,anger,1
No!,anger,1
"The wall would be the hardest part for us, we knew that.",fear,3
Because we didn't have any tall people.,sadness,5
Pieter is in that other group and there's still such a long circle.,sadness,5
And we only have relatively short people.,sadness,5
Congratulations.,happiness,4
Which one of you takes him?,neutral,0
Martijn!,surprise,6
Yes!,happiness,4
Yes!,happiness,4
I was extremely happy.,happiness,4
"If something had happened with that test, I would have been out.",fear,3
That was certain.,neutral,0
Yes!,happiness,4
Yes!,happiness,4
We have a wrong strategy with that wall construction.,sadness,5
Yes.,neutral,0
The first time he helped us.,happiness,4
Next time we'll do it differently.,neutral,0
Of course.,neutral,0
"By letting the women go up the wall first, North lost the challenge.",anger,1
The strategy came from Gwan.,neutral,0
And especially Erik keeps nagging for a long time about that wrong choice.,anger,1
"On the island, he did let it show a little bit every time.",neutral,0
But just a bit more than a normal disappointment of...,sadness,5
"Sorry Gwan, because of your wrong technique.",anger,1
"But yes, we did it wrong as a group.",sadness,5
Yes.,neutral,0
Camp North has lost the elimination challenge and must vote someone home.,sadness,5
"And coincidence or not, Erik starts dismantling the raft after all.",neutral,0
He had already stubbornly resisted that over the past few days.,anger,1
I think he suspects that he will get a lot of votes soon.,happiness,4
And that he is now trying to recover that with the raft.,neutral,0
Whoever gets this tube first wins the challenge and a special prize.,happiness,4
You have struggled with making fire in the past few days.,sadness,5
"At today's price, that will solve it anyway.",neutral,0
Fifteen waterproof matches for the winner.,happiness,4
We will see the losers tomorrow at the island council.,fear,3
"To reach those keys, you must build a human tower.",neutral,0
I will give you one minute to decide how you are going to organize that tower.,neutral,0
Clear?,neutral,0
Then the minute starts now.,neutral,0
"He climbs fast too, I don't. I don't climb fast.",sadness,5
One with two up and one up.,neutral,0
He puts the biggest in the blades.,neutral,0
Yes?,neutral,0
And then they try to climb outside as quickly as possible.,fear,3
And you jump.,neutral,0
And then you get on it.,neutral,0
The last one has to come out like a kind of candle.,neutral,0
Are you ready?,neutral,0
Start!,happiness,4
Wow!,surprise,6
Wow!,surprise,6
Look!,surprise,6
Look!,surprise,6
Look!,surprise,6
The ball!,happiness,4
Time to get off the floor!,neutral,0
"Go, go!",happiness,4
"Go, go!",happiness,4
cheers,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
is for Lopke.,happiness,4
Fourth vote...,surprise,6
is for Koen Draaij.,neutral,0
"Three for Koen Draaij, one for Lopke.",neutral,0
The fifth voice...,neutral,0
is for Lopke.,happiness,4
The sixth vote...,surprise,6
is also for Lopke.,happiness,4
3-3.,neutral,0
The seventh vote...,surprise,6
Again Lopke.,anger,1
Again Lopke.,neutral,0
The last one...,neutral,0
is for Koen Draaij.,neutral,0
"Four votes for Lopke, four votes for Koen Draaij.",surprise,6
That means I am going to put the two names in the urn.,neutral,0
And then let fate decide...,fear,3
which of you two is the first islander who has to go home.,fear,3
"Koen Draaij, one time.",neutral,0
Lopke.,neutral,0
The expedition member of Expedition Robinson 2001 who has to go home...,sadness,5
is Lopke.,sadness,5
Lopke.,neutral,0
Lopke.,neutral,0
It's a game and we've talked about it extensively.,neutral,0
Everyone was on equal footing.,neutral,0
I knew it was going to be tense between him and me.,fear,3
Because we just clicked a little less.,sadness,5
I need more time to find my place.,sadness,5
And after three days it's too short to get to know each other.,sadness,5
"It's really a pity, but...",sadness,5
"Time to say goodbye, Lopke.",sadness,5
After you. Okay.,neutral,0
You can consider it a signal that you are getting four votes against you.,surprise,6
But I think it's still a false signal.,sadness,5
"Unfortunately, there has to be a vote.",sadness,5
With her I can communicate the least well.,sadness,5
She can't do anything about that either.,neutral,0
But she has an extremely Antwerp dialect.,neutral,0
And I don't understand anything of it at all.,sadness,5
"And her behavior, I find her a bit...",neutral,0
She does unexpected things.,surprise,6
Doesn't think things through well.,disgust,2
Starts chopping a nut with a machete.,surprise,6
And almost chops off her hand.,fear,3
Those kinds of things taken together.,neutral,0
Then I am satisfied with my choice.,happiness,4
Yes.,neutral,0
Next week in Expeditie Robinson.,neutral,0
An unappetizing task for Jennifer and Christine,disgust,2
drives them to the limit.,fear,3
The power outlet is next to it.,neutral,0
You can blow-dry your hair like this.,neutral,0
"TV is, when it's off, just like a mirror.",neutral,0
No one has sat on this yet.,neutral,0
This is a completely new toilet.,surprise,6
We don't really have a king here to sit on it first.,neutral,0
"Yes, that's all going to happen today.",neutral,0
I have also decided that if the people come this afternoon and we are sitting,neutral,0
"at the tables downstairs, that we then make parchment papers with 1 to",neutral,0
and with 8 on it and then we put them in a bowl.,neutral,0
Then that little dish goes around and each couple must then take a kind of slip of paper,surprise,6
pull and then open.,neutral,0
"If, for example, it says 4, then that couple goes into room 4.",neutral,0
"And if that couple is in room 7, then they're out of luck.",sadness,5
Then they come into this tiny crappy room.,disgust,2
"I am quite satisfied, I must say.",happiness,4
Do you know what is also so nice?,happiness,4
They are those high beds.,neutral,0
So that creates a really nice atmosphere.,happiness,4
"But yes, a substance.",neutral,0
"Oh, just itch everywhere.",disgust,2
"When I'm busy like this, I think, maybe I would actually prefer this",sadness,5
want to do than breakfast.,neutral,0
"Yes, I'm okay with it.",neutral,0
I do like it.,happiness,4
It will be so beautiful.,happiness,4
"But yes, then I think, oh what a shame, I'm doing this and tomorrow",sadness,5
It has to come off again.,sadness,5
Because then it smells sour because of all those people.,disgust,2
"Your family, yes.",neutral,0
"But yeah, I do like it.",happiness,4
It will be so beautiful.,happiness,4
Because then it smells sour because of all those people.,disgust,2
"Your family, yes.",neutral,0
I hope it doesn't...,fear,3
"Jaap is sleeping, you can smell it in the morning.",happiness,4
It is great.,happiness,4
I am very curious about what mom is going to say.,surprise,6
"There is nothing to complain about here, I think.",neutral,0
"Look, this really makes you happy.",happiness,4
"Yes, nice indeed.",happiness,4
"Yes, it's great.",happiness,4
"Look, that one is on the beach.",surprise,6
Our old little tree.,sadness,5
Nice.,happiness,4
Yes.,neutral,0
"But if I look at this now, I'm thinking.",neutral,0
That bummer is of course set up.,sadness,5
"That is in the bedroom with you, of the children.",neutral,0
At your place.,neutral,0
Shall we not put him here?,neutral,0
Everything starts again here. You have to go at it really hard.,happiness,4
Stay on your island as long as possible.,fear,3
And you keep going back and back to that.,anger,1
And yet I know...,neutral,0
And yet I know that I can't do that.,sadness,5
I feel that I am going to die here.,fear,3
I'm just leaving here.,sadness,5
I was really at that point last night...,sadness,5
...that I really thought that I...,sadness,5
I'm not going to feel so awful another night.,anger,1
I don't think anyone will understand...,sadness,5
...how bad I feel here.,sadness,5
Hilde is completely at rock bottom mentally.,sadness,5
Further participation in the expedition is irresponsible.,fear,3
She gets permission to leave the island.,happiness,4
I'm leaving to say goodbye.,sadness,5
I really don't feel anything anymore.,sadness,5
It has to be good.,happiness,4
I had the feeling that she was mentally breaking down.,sadness,5
"And if you get homesick, it's just as bad as an illness.",sadness,5
Yes.,neutral,0
It really does seem like a stunt.,disgust,2
I think she came here to escape.,fear,3
That failed though.,sadness,5
Once across the street and then...,neutral,0
I don't think I miss her family at all.,neutral,0
"Do it well, okay. Sorry, okay.",fear,3
Hello everyone.,neutral,0
Hello.,neutral,0
"Good bust for me, huh.",sadness,5
She is so happy that she went home.,happiness,4
She went completely crazy here.,anger,1
"At Lima, Camp South knows nothing about Hilde's departure.",surprise,6
They are opening one of the last coconuts on the island.,sadness,5
"After all, soon there will be the first confrontation with the other camp.",fear,3
"In the first Robinson challenge, there is something to win.",happiness,4
The coconut milk is supposed to cause extra cancer.,fear,3
It is the last time that the South camp opens the island.,sadness,5
It is the last time that the South camp opens the island.,sadness,5
It is the last time that the South camp opens the island.,sadness,5
The coconut milk should provide extra strength.,neutral,0
Food would not be a bad price.,neutral,0
I think the men should eat more.,neutral,0
They are very nice people.,happiness,4
I think the feeling that grabs you here is.,neutral,0
Yes.,neutral,0
Simbang is also preparing for the Robinson challenge.,neutral,0
"Well, who is next?",neutral,0
Who is next?,neutral,0
Richard has decided that his teammates need some power food.,happiness,4
In the form of live grasshoppers.,surprise,6
This says something about me. The Dom is from Utrecht.,neutral,0
My father is from Utrecht. Yes.,neutral,0
"And unfortunately, he/she passed away last year.",sadness,5
"And because of that, I also have a tattoo of the cathedral.",happiness,4
So the cathedral now also has more meaning for me than it already had.,happiness,4
And the chocolates are made in IJsselstein.,happiness,4
"And that's where you come from? That's where I come from, yes.",surprise,6
"Oh, okay. Yes.",neutral,0
What do you do then? I am an English teacher.,neutral,0
"Oh, nice. What are you doing?",neutral,0
I now have my own business in Harley Davidson parts.,happiness,4
In a VW.,neutral,0
I buy used parts.,neutral,0
"Okay, then I kind of understand the match, because I ride a motorcycle.",neutral,0
That is beautiful.,happiness,4
What do you drive?,neutral,0
Nothing yet. I have had my driver's license for a few years now...,neutral,0
but I don't really know what kind of motorcycle I want.,neutral,0
I am mainly still orienting myself and renting.,neutral,0
"But rather a racing motorcycle, touring motorcycle?",neutral,0
Naked bike.,neutral,0
"Naked bike? Oh yes, that's a bit sporty.",happiness,4
"Yes, that is true.",neutral,0
A lego orchid.,neutral,0
"A bit of multiple meanings, because first of all I have a lot of plants in my house.",neutral,0
"And if you would like, we can build it together...",happiness,4
"because that would already be a bit of what you do together here, possibly building a relationship.",neutral,0
And to see what can blossom between us.,happiness,4
"Yes, nicely found.",happiness,4
"Oh, super original. Oh, hilarious.",disgust,2
I'll put it aside for now.,neutral,0
"I thought, worst-case scenario you have a nice lead-in to the adventure...",happiness,4
what you have experienced here.,neutral,0
"And best-case scenario, it's a nice link to what you...",happiness,4
"What has started here. Yes, I find him very original.",happiness,4
Thank you. Laughing.,happiness,4
Do you cook a lot or not?,neutral,0
"Yes, I have to.",sadness,5
"But I do cook a lot on several days, you know.",neutral,0
"Oh, really? Okay, yes.",surprise,6
"No, I'm working on that. Yes, lonely and alone, right.",sadness,5
"I don't have anyone to cook for. No, yes.",sadness,5
"I'm going to take over your accent, sorry. Okay.",neutral,0
"Oh, that's fine, right? But better than an Amsterdam accent.",neutral,0
"Yes? Is it really that bad, yes?",surprise,6
"Yes, no, that's not... Better than 0.20?",neutral,0
"That's unbearable to listen to, right?",disgust,2
"Proost, h̬. Cheers.",happiness,4
"At 36 hours, 48 hours.",neutral,0
"I'll calculate it, it should be fine.",happiness,4
"Okay, so we need to make a list.",neutral,0
Ooh! You are my favorite!,happiness,4
"Guys, everyone, the food is here.",happiness,4
Could you all stand over there for a moment?,neutral,0
I did not cook.,neutral,0
"Cooking so much, that's not for me yet.",disgust,2
But I did manage to arrange it all together.,happiness,4
"Well, a whole buffet.",neutral,0
And this way we can also test the buffet hall for a bit.,neutral,0
The dining room turns out to be perfectly suitable for a tasty meal.,happiness,4
"And when the drinks come back on the table afterwards, it stays fun for a long time.",happiness,4
The head is off. (Dutch idiom: The start has been made.),happiness,4
The opening party in the pension went on until the early hours.,happiness,4
"Erika slept at home for a while, but is already up early to prepare breakfast.",neutral,0
"Good morning, miss.",neutral,0
Good morning. Were you lying on the couch yesterday?,neutral,0
"Well, you can do that again now, because the lady has to leave.",sadness,5
Sorry. Does the lady have to leave?,sadness,5
"And Martie, she completely collapsed.",sadness,5
Because he was of course already so tired.,sadness,5
And normally he's at a 0-0.,neutral,0
Now he had a glass of wine.,happiness,4
"And I say, hey, you just stay here and sleep.",happiness,4
Because Viv̩ was of course lying in the baby crib.,neutral,0
So he was lying with her in the room.,neutral,0
"Hey, bijjou, where are you going?",neutral,0
Go back.,neutral,0
"What is this? Oh, the newspaper boy.",surprise,6
Good morning.,neutral,0
Bijjou.,neutral,0
"Look, we've never seen him before, the newspaper man.",surprise,6
Come on.,neutral,0
Neighbor also awake.,surprise,6
Babsie?,neutral,0
"Half past six? Well, then you have to have breakfast ready by eight o'clock.",neutral,0
I have no idea how long it will take either.,fear,3
"Well, Babs stays away.",sadness,5
Who is already here?,neutral,0
Where is Babs?,neutral,0
Where is Babs?,neutral,0
"Oh, okay.",neutral,0
"Oh, a toolbox.",surprise,6
I don't need to take that with me.,neutral,0
Safety glasses don't need to be brought either.,neutral,0
Ok̩.,neutral,0
"Bye Bijjou, be careful.",fear,3
"The lady will come back soon, right?",happiness,4
Good morning.,neutral,0
No.,anger,1
Yes.,neutral,0
Where is our guard dog?,fear,3
Hi.,neutral,0
"In Frisian, plenty of space. Plenty of space, yes.",happiness,4
"First of all, why did you want a hedge here so much?",neutral,0
I actually don't want to have anything to do with those neighbors anymore...,disgust,2
who are constantly bullying and teasing me.,anger,1
Because how tall will these conifers get?,neutral,0
"Look, those are standing there themselves. They can grow up to 3 meters tall.",surprise,6
But then they see nothing anymore.,fear,3
"Yes, that's a pity then.",sadness,5
Is that the intention?,surprise,6
Yes.,neutral,0
I am allowed to plant trees on my own property and have whatever I want in my garden.,neutral,0
He does what he wants on his property and I do what I want on my property.,neutral,0
"Those conifers over there don't look so good either, that little patch.",sadness,5
"No, that is probably poisoned.",fear,3
But we will come to investigate that.,neutral,0
By the neighbor?,surprise,6
Yes.,neutral,0
With a little bucket of one thing or another?,neutral,0
"He doesn't want a hedge here, he wants to keep his view.",neutral,0
"For me, you won't get any perspective if he keeps triggering like this.",sadness,5
But is it really that deep with her?,neutral,0
"Yes, it goes so deep, because he keeps nagging and then he gets under my skin.",anger,1
In what way does he suck then?,neutral,0
"For example, they say for example, hey friend.",neutral,0
"At a certain point, he hangs up a towel with the bare bottom of a guy on it, with his dick.",surprise,6
Really?,surprise,6
"Yes, to call me an idiot.",anger,1
It was a message?,surprise,6
I think so.,neutral,0
"Look, they've also put up some signs, like, can you see it, dummy.",disgust,2
When we walk here to water the paths and he sees me then...,fear,3
"And just bullying, hanging up a towel with a big dick on it.",anger,1
And that's how it works here with this gentleman.,neutral,0
"Then I'm glad we're here again, Sietse, something needs to happen here.",happiness,4
"The neighbors have all kinds of demands for Mr. Visser, do you also have a demand?",neutral,0
"Yes, that he stops the noise nuisance from his workshop.",anger,1
And that there will be an investigation into the poisoning of the conifers.,fear,3
"Then we'll arrange that, I'll come pick you up again when Mr. Visser is on his way.",neutral,0
"Take it easy, will you walk with me through the barn again or will you stay with the horses for a while?",neutral,0
"No, I'll come along.",neutral,0
You walk along.,neutral,0
I actually think it's a very sad and sorrowful matter today.,sadness,5
Because these people both live in a beautiful place.,happiness,4
They have enough worries on their mind regarding health.,fear,3
And yet it just doesn't work to simply live peacefully and quietly next to each other.,sadness,5
"In fact, I feel like they are doing everything they can to make each other's lives miserable.",anger,1
"To tease each other, to taunt each other, to thwart each other.",anger,1
Meester Riet has been here before to restore calm.,neutral,0
That didn't work out at the time.,sadness,5
We are here now. This must stop.,anger,1
And that's why I'm very happy that Mr. Visser is on his way.,happiness,4
I'm completely cut open.,sadness,5
You should only be slammed to the ground.,anger,1
"All directions. Shit, right?",anger,1
It just feels like sitting on the yellow.,neutral,0
"Oh, this isn't dirt.",surprise,6
"No, this is it.",sadness,5
There is also an injured person on Lima.,sadness,5
Nathalie cut her foot on the rock.,sadness,5
Koenraad is a surgeon and so his help is called upon.,neutral,0
Where is Koenraad?,fear,3
"Oh, he's over there.",happiness,4
She is a surgeon.,neutral,0
Nathalie has a strangely deep cut in her foot.,fear,3
I have already looked at it a little bit.,neutral,0
I don't know much about it. I don't think it needs to be authenticated.,neutral,0
I will take a look.,neutral,0
I have already made it with shoes now.,anger,1
Go take a look.,neutral,0
We are happy that you are here.,happiness,4
The whole camp was kind of waiting for me.,fear,3
There comes the doctor actually and now the care can begin.,happiness,4
It did give me back the feeling of...,happiness,4
"Yes, I am actually the doctor here.",happiness,4
I need some help.,sadness,5
I wouldn't do anything about that.,neutral,0
I wouldn't do anything about that.,neutral,0
Throw your band-aid over it.,disgust,2
I have had cuts in the past twice as big.,neutral,0
Under my foot.,neutral,0
It is not the length. It is the depth.,neutral,0
I would leave it like this.,neutral,0
But Koen's contribution is still not really appreciated now.,sadness,5
I know from experience that you better stay out of the water with it...,fear,3
to let those wounds heal.,happiness,4
And then he started talking and gave me advice...,neutral,0
"just walk a lot with it in the water, that can't do any harm.",neutral,0
I don't think it's worth the effort to do that.,sadness,5
I will first heat it with a knife.,neutral,0
I have a heavy pair of scissors in the little scissors.,neutral,0
Shouldn't there be things in it?,surprise,6
"At Simbang, Richard is once again keeping watch by the fire the next morning.",neutral,0
I'm really starting to go crazy now.,anger,1
"As soon as I close my eyes, I also dream about the island.",happiness,4
You know it falls off those rocks.,fear,3
It runs and then those little stones are standing there hitting.,surprise,6
And I dreamed about you.,happiness,4
That doesn't exist.,surprise,6
It doesn't exist.,surprise,6
It doesn't exist.,surprise,6
Drying by the fire.,happiness,4
"No, just stay seated. I'll go here again.",happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
Cheers!,happiness,4
We thought that we were physically the strongest group.,happiness,4
And now it turns out that that's actually not true.,sadness,5
So we really have to take Kamp Noord into account.,fear,3
"Team North, very good.",happiness,4
You win the first challenge.,happiness,4
And immunity.,neutral,0
Who has the remedy?,neutral,0
"1, 2, 3, 4!",happiness,4
"Waterproof, waterproof, waterproof.",neutral,0
Then you saw it crumble a little.,sadness,5
That people became silent and left without having to shed almost a single tear.,sadness,5
Or maybe have done it too.,neutral,0
There was a bit of an atmosphere of...,neutral,0
Will it still work out?,fear,3
"Losers, unfortunately.",sadness,5
We will see you tomorrow at the island shed.,happiness,4
See you tomorrow.,neutral,0
Camp North has 15 matches with which they will have to be very frugal...,fear,3
to make do with it throughout the entire expedition.,neutral,0
"Just pay attention to the wind, okay?",fear,3
That you hold it in your hand.,neutral,0
"5, 4, 3, 2, 1!",surprise,6
"And our next cheer will be 1, 2, 3, go!",happiness,4
"Yes, you may sit. Yes, go.",neutral,0
"Oh guys, this is wonderful.",happiness,4
"The camp doesn't have any materials to cook with, but can roast some crabs.",sadness,5
"The camp is in a festive mood, but Hilde's mind is elsewhere.",neutral,0
I want to say that I...,fear,3
I've already noticed that I feel very dry here.,sadness,5
And that's not because of you.,happiness,4
I think so.,neutral,0
"I know that I'm a wimp, really.",sadness,5
It's also the first time that I've been away from home.,sadness,5
I've also never been away from home for a day.,sadness,5
And I have really thought a lot and thought a lot.,sadness,5
And now I actually...,fear,3
Actually now...,neutral,0
Realized within myself that I am actually happier at home.,happiness,4
Than here.,neutral,0
I suddenly started so full of enthusiasm.,happiness,4
I really went for it.,happiness,4
And I realize now that that really is my life.,happiness,4
That working together with my husband and my children.,happiness,4
And getting more joy out of the day.,happiness,4
That you live there with your work and your daily problems and your routine.,sadness,5
That that still refers more to me than sitting here.,sadness,5
As a showpiece.,happiness,4
"Yes, we never look at it now. Isn't that a shame?",sadness,5
"Yes, but I think that's a decision that mom should make.",neutral,0
"Well, we can still ask her, right?",happiness,4
"Yes, we are going to ask. Shall I pick him up in the afternoon?",neutral,0
On a little table?,surprise,6
On a little table.,neutral,0
"That's crazy, isn't it?",surprise,6
"Yes, we are going to ask it like this, mom.",happiness,4
"Yes, okay. Well, I have to go on for a bit.",neutral,0
"Yes, because the whole pension could still use a little vacuuming.",neutral,0
Is the bar lying here?,neutral,0
"But yeah, where has that thing gone now?",surprise,6
Here is still a mirror for a bathroom on the floor.,neutral,0
"Jesus, what a drama.",disgust,2
How can that be gone now?,surprise,6
"That drives you completely crazy, doesn't it?",anger,1
"Oh, here. Well, luckily.",happiness,4
"Yes, now at least I can continue.",happiness,4
"Oh, that one doesn't fit.",sadness,5
This is a setting from another vacuum cleaner.,surprise,6
"Well, it is really...",neutral,0
Isn't that red vacuum cleaner maybe here?,surprise,6
Then I'll take that one. Then it fits on there.,neutral,0
"No, not that either. Well...",sadness,5
It's impossible. It doesn't fit again.,anger,1
But then I'll take this vacuum cleaner with me.,neutral,0
Isn't it terrible?,sadness,5
"Oh, how terrible. Well, back upstairs again.",sadness,5
"Hi. Will you come upstairs for a moment to look at the beds, okay?",neutral,0
"Yes, so I'm taking that with me. It's amazing.",happiness,4
Ok̩.,neutral,0
Yes. What?,surprise,6
There is a fluff hanging from the lamp.,neutral,0
"Yes, good. You wanted to dive right in.",neutral,0
"It's tidy, right? Did you put the hard pillow at the back or at the front?",neutral,0
I put the bigger pillow at the back.,neutral,0
He is just as big. 60 by 70. That's not possible.,surprise,6
Because all Dutch pillows are 60 by 70.,neutral,0
"Well, then it's thinner and then it looks bigger.",neutral,0
"Yes, it is thinner. It is softer. I would demonstrate that one.",neutral,0
"Listen, why don't we put Bommel here in the building?",neutral,0
Bommel? Bommel?,surprise,6
Bommel just sleeps there in the bedroom as well.,neutral,0
That is nice.,happiness,4
But we do need to have something to put it on.,neutral,0
"Because he is quite big, you know, down there.",surprise,6
Right next to the cash register.,neutral,0
Yes. That he guards the building.,neutral,0
That people have to pin him.,sadness,5
"That we put it on the left side of that table. Yes, that's nice.",happiness,4
"In a remote corner of Malaysia, 16 Flemish and Dutch people have a date with the adventure of their lives.",happiness,4
They were selected from thousands of candidates to be dropped on an uninhabited island.,surprise,6
"For 47 days, they will be left to their fate.",fear,3
But the participants must not only adapt to nature.,neutral,0
"Adjusting to each other is at least as important, because every few days the expedition members vote one of their campmates out.",fear,3
Until only one winner remains. This is Expedition Robinson.,neutral,0
This is their story.,neutral,0
MUSIC,neutral,0
MUSIC,neutral,0
"The 16 volunteers are taken to their destination by a fishing boat for this second, even tougher, expedition.",neutral,0
"The expedition members immediately know what to expect, because the two groups will each have to reach their island on their own with a raft.",neutral,0
"First, it is the turn of the members of Camp North.",neutral,0
MUSIC,neutral,0
"And in Team North is also the oldest participant of the expedition, Erik Buijsink, 62 years old, a management consultant from Heemsterveen.",neutral,0
"You jump into the water, a paddle is thrown after you, and your bag with things is almost thrown at your head.",anger,1
"And then you have to swim and when you're in the water, that raft is very far away.",fear,3
"Jennifer Smit is also in Camp North, she is 42 years old and has a gift shop in North Brabant.",neutral,0
"Jan van Hoof is 25 years old, an artist and former top model from Belgian Ekeren.",neutral,0
"The Fleming Richard Makoviak, 44 years old, is convinced that as a former miner from Bilzen, he knows very well what survival is.",happiness,4
"I have always worked with a cow, it was daily, it was living for survival, so to speak.",neutral,0
"Gwan van der Elzen, a 31-year-old former marine and decorator from North Brabant.",neutral,0
The eight members of Camp North have never met each other before this boat trip.,neutral,0
"But Melanie Drent, the 21-year-old student from Nijmegen, who is the first to reach the raft, is not worried about that.",neutral,0
"I absolutely don't find it scary to interact with strangers, I actually really enjoy it, because I love people.",happiness,4
Pascal Mertens is 28 years old and an executive secretary from Arendonk in Belgium.,neutral,0
Hilde Jacobs from Antwerp is 36 years old and has her own bakery.,happiness,4
"For the first time in her life, she is leaving her husband and two children behind.",sadness,5
"Either you go for it, or you don't.",happiness,4
"Do you find it difficult, there's someone on the beach with a photo again, because I just find that random.",neutral,0
Then you don't participate in that.,neutral,0
Camp North will change again next year.,neutral,0
Oh!,surprise,6
Camp North will spend the first part of the expedition on Simbang Island.,neutral,0
"Meanwhile, the eight remaining expedition members of Camp South set course for their island.",neutral,0
They too will have to reach the island of Lima on their own.,neutral,0
"The photography student Lobke Peers from Antwerp, 21 years old, immediately realizes that this expedition will be different.",surprise,6
"With us, the light was already growing at the sight of 'okay, we're going to suffer.'",sadness,5
"The other Flemish person in Camp South is Nathalie Nyssen from Ghent, 37 years old.",neutral,0
"A former top athlete, now working as a courier.",sadness,5
Gerrit van den Berge is an entrepreneur in the construction sector and comes from West Flanders.,neutral,0
Pieter de Haan from Rotterdam is 35 years old and this account manager knows his weak spot.,neutral,0
I eat quite a lot.,neutral,0
So I can imagine that I will be affected by that.,fear,3
Martijn Diender is a 24-year-old manager.,neutral,0
Martijn Diender is a 24-year-old physiotherapist from Groningen with a clear goal.,neutral,0
The members of Camp South also did not know each other before this journey.,neutral,0
"For the first time, they are going to meet Jascha van der Wel, a 23-year-old psychology student from Amsterdam.",surprise,6
Christine Kollaris is 36 years old and a police officer in Heerlen.,neutral,0
"And Koenraad Schwagte, at 44 years old, is the oldest participant of Camp South.",neutral,0
Pediatric surgeon and always looking for the ultimate challenge.,happiness,4
How far can I go there? How far will I be affected psychologically? How far will I be affected physically?,fear,3
Exactly.,neutral,0
Can one of you get coral?,neutral,0
The leadership in building the hut is clearly with Jan.,neutral,0
The best is a small fire.,neutral,0
Maybe it's in my character that I want to take the lead.,neutral,0
I am a bit of a perfectionist.,neutral,0
Very perfectionistic.,neutral,0
We are doing great.,happiness,4
Everyone is doing their part.,happiness,4
In the beginning we thought they could build a hut.,neutral,0
"But in hindsight, it turns out Jan is a great guy.",happiness,4
