Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:22:06.167982,1900-01-01 00:22:07.067982,They're complaining about the meatballs.,They're complaining about the meatballs.,annoyance,anger,mild
1900-01-01 00:22:07.067982,1900-01-01 00:22:07.967982,"No, we need her now.","No, we need her now.",urgency,fear,moderate
1900-01-01 00:22:07.967982,1900-01-01 00:22:08.866982,We need her now.,We need her now.,urgency,fear,moderate
1900-01-01 00:22:08.866982,1900-01-01 00:22:09.766982,No.,No.,rejection,anger,mild
1900-01-01 00:22:09.766982,1900-01-01 00:22:11.106982,Chef needs you now.,Chef needs you now.,urgency,fear,moderate
1900-01-01 00:22:11.106982,1900-01-01 00:22:12.706982,"Chef, I'm having complaints about the meatballs.","Chef, I'm having complaints about the meatballs.",concern,fear,moderate
1900-01-01 00:22:12.706982,1900-01-01 00:22:13.606982,"Yeah, yeah.","Yeah, yeah.",dismissiveness,neutral,mild
1900-01-01 00:22:13.606982,1900-01-01 00:22:14.507982,"Listen, listen.","Listen, listen.",insistence,neutral,mild
1900-01-01 00:22:14.507982,1900-01-01 00:22:15.407982,But put that down.,But put that down.,command,anger,mild
1900-01-01 00:22:15.407982,1900-01-01 00:22:16.306982,I've got a fucking bigger.,I've got a fucking bigger.,boastfulness,happiness,moderate
1900-01-01 00:22:16.306982,1900-01-01 00:22:17.806982,"No, I didn't say throw it away.","No, I didn't say throw it away.",denial,anger,mild
1900-01-01 00:22:17.806982,1900-01-01 00:22:19.507982,"Come on, sweetheart.","Come on, sweetheart.",encouragement,happiness,mild
1900-01-01 00:22:19.507982,1900-01-01 00:22:21.447982,I showed him how to cook one off.,I showed him how to cook one off.,pride,happiness,mild
1900-01-01 00:22:21.467982,1900-01-01 00:22:23.347982,"My back's turned to two minutes,","My back's turned to two minutes,",anticipation,neutral,mild
1900-01-01 00:22:23.347982,1900-01-01 00:22:27.146982,"and that's what I've got, burnt shit stuck to a pan.","and that's what I've got, burnt shit stuck to a pan.",frustration,anger,moderate
1900-01-01 00:22:27.146982,1900-01-01 00:22:30.887982,"He turned around to Danielle, hold on, and said to Danielle,","He turned around to Danielle, hold on, and said to Danielle,",expectation,neutral,neutral
1900-01-01 00:22:30.887982,1900-01-01 00:22:33.146982,"I've got, uh, I'm busy.","I've got, uh, I'm busy.",distraction,neutral,mild
1900-01-01 00:22:33.146982,1900-01-01 00:22:34.326982,I can't watch my meatballs.,I can't watch my meatballs.,frustration,sadness,mild
1900-01-01 00:22:34.326982,1900-01-01 00:22:35.646982,That's what I'm going to work for.,That's what I'm going to work for.,determination,happiness,moderate
1900-01-01 00:22:35.646982,1900-01-01 00:22:37.026982,What's your complaint on the meatball?,What's your complaint on the meatball?,curiosity,neutral,neutral
1900-01-01 00:22:37.026982,1900-01-01 00:22:38.627982,"They said it was, like, toasted on one side,","They said it was, like, toasted on one side,",curiosity,neutral,mild
1900-01-01 00:22:38.627982,1900-01-01 00:22:39.526982,but not toasted on the other.,but not toasted on the other.,disappointment,sadness,mild
1900-01-01 00:22:39.526982,1900-01-01 00:22:40.586982,Really?,Really?,skepticism,surprise,mild
1900-01-01 00:22:40.586982,1900-01-01 00:22:42.787982,How about telling your fucking chef?,How about telling your fucking chef?,irritation,anger,moderate
1900-01-01 00:22:42.787982,1900-01-01 00:22:44.507982,"OK, you cook it.","OK, you cook it.",resignation,neutral,neutral
1900-01-01 00:22:44.507982,1900-01-01 00:22:47.426982,Now he's getting upset with me because I've caught him out.,Now he's getting upset with me because I've caught him out.,resentment,anger,moderate
1900-01-01 00:22:47.426982,1900-01-01 00:22:50.026982,"When a guy can't make a meatball or even season one,","When a guy can't make a meatball or even season one,",disappointment,sadness,mild
1900-01-01 00:22:50.046982,1900-01-01 00:22:51.486982,I'm sorry.,I'm sorry.,remorse,sadness,mild
1900-01-01 00:22:51.486982,1900-01-01 00:22:52.986982,I'm really sorry.,I'm really sorry.,remorse,sadness,moderate
1900-01-01 00:22:52.986982,1900-01-01 00:22:55.727982,And then when I watch a chef that cooks and sticks food,And then when I watch a chef that cooks and sticks food,curiosity,neutral,mild
1900-01-01 00:22:55.727982,1900-01-01 00:22:59.486982,"up there, holds it, and we're not even talking homemade food.","up there, holds it, and we're not even talking homemade food.",dismissiveness,disgust,mild
1900-01-01 00:22:59.486982,1900-01-01 00:23:01.967982,"We're talking bought in, store bought.","We're talking bought in, store bought.",clarification,neutral,neutral
1900-01-01 00:23:01.967982,1900-01-01 00:23:03.667982,"My god, it hurts.","My god, it hurts.",pain,sadness,intense
1900-01-01 00:23:03.667982,1900-01-01 00:23:05.407982,"OK, you cook it.","OK, you cook it.",resignation,neutral,neutral
1900-01-01 00:23:05.407982,1900-01-01 00:23:08.206982,And look at that for a stinking attitude.,And look at that for a stinking attitude.,contempt,disgust,moderate
1900-01-01 00:23:08.206982,1900-01-01 00:23:11.347982,"Look at that, a disgusting attitude.","Look at that, a disgusting attitude.",contempt,disgust,moderate
1900-01-01 00:23:11.347982,1900-01-01 00:23:13.706982,Ask him to put his house in the fucking mix.,Ask him to put his house in the fucking mix.,frustration,anger,moderate
1900-01-01 00:23:13.706982,1900-01-01 00:23:15.247982,"If his house was on the line, he wouldn't be","If his house was on the line, he wouldn't be",doubt,fear,mild
1900-01-01 00:23:15.247982,1900-01-01 00:23:16.546982,cooking like a fucking idiot.,cooking like a fucking idiot.,self-deprecation,anger,moderate
1900-01-01 00:23:20.646982,1900-01-01 00:23:23.187982,Now he thinks it's funny.,Now he thinks it's funny.,amusement,happiness,mild
1900-01-01 00:23:23.187982,1900-01-01 00:23:25.787982,You think it's funny?,You think it's funny?,confrontation,anger,moderate
1900-01-01 00:23:25.787982,1900-01-01 00:23:27.026982,Yeah.,Yeah.,agreement,neutral,neutral
1900-01-01 00:23:27.026982,1900-01-01 00:23:27.926982,It's a joke.,It's a joke.,playfulness,happiness,mild
1900-01-01 00:23:27.926982,1900-01-01 00:23:30.467982,Vas a cocinar?,Are you going to cook?,curiosity,neutral,neutral
1900-01-01 00:23:30.467982,1900-01-01 00:23:31.627982,What does he want to do?,What does he want to do?,curiosity,neutral,mild
1900-01-01 00:23:31.627982,1900-01-01 00:23:32.866982,He doesn't want to cook.,He doesn't want to cook.,reluctance,disgust,mild
1900-01-01 00:23:32.866982,1900-01-01 00:23:35.467982,He doesn't want to cook?,He doesn't want to cook?,reluctance,disgust,mild
1900-01-01 00:23:35.467982,1900-01-01 00:23:38.806982,Get your head out of your ass.,Get your head out of your ass.,contempt,anger,intense
1900-01-01 00:23:38.806982,1900-01-01 00:23:41.967982,Do we have any more spaghetti and meatballs?,Do we have any more spaghetti and meatballs?,curiosity,neutral,neutral
1900-01-01 00:23:41.967982,1900-01-01 00:23:43.167982,Do we have any more meatballs?,Do we have any more meatballs?,curiosity,neutral,neutral
1900-01-01 00:23:43.167982,1900-01-01 00:23:46.007982,Do we have any more spaghetti and meatballs?,Do we have any more spaghetti and meatballs?,curiosity,neutral,neutral
1900-01-01 00:23:46.007982,1900-01-01 00:23:48.646982,I feel like I don't know what I'm doing here.,I feel like I don't know what I'm doing here.,confusion,fear,moderate
1900-01-01 00:23:48.667982,1900-01-01 00:23:52.306982,Maybe I have no idea how to run a restaurant.,Maybe I have no idea how to run a restaurant.,self-doubt,sadness,moderate
1900-01-01 00:23:52.306982,1900-01-01 00:23:53.206982,Maybe I don't.,Maybe I don't.,uncertainty,neutral,mild
1900-01-01 00:23:57.206982,1900-01-01 00:24:01.007982,"Tatiana, you're not just responsible for the dining.","Tatiana, you're not just responsible for the dining.",assertion,neutral,neutral
1900-01-01 00:24:01.007982,1900-01-01 00:24:02.347982,I'm so responsible.,I'm so responsible.,pride,happiness,mild
1900-01-01 00:24:02.347982,1900-01-01 00:24:04.546982,You're responsible for the whole thing.,You're responsible for the whole thing.,accusation,anger,moderate
1900-01-01 00:24:04.546982,1900-01-01 00:24:06.046982,"I'm sorry, but the whole thing.","I'm sorry, but the whole thing.",regret,sadness,mild
1900-01-01 00:24:06.046982,1900-01-01 00:24:07.627982,I guess I had him on a pedestal.,I guess I had him on a pedestal.,admiration,happiness,mild
1900-01-01 00:24:07.627982,1900-01-01 00:24:08.426982,Come outside.,Come outside.,command,neutral,neutral
1900-01-01 00:24:14.687982,1900-01-01 00:24:16.366982,What are you doing?,What are you doing?,curiosity,neutral,mild
1900-01-01 00:24:16.366982,1900-01-01 00:24:17.567982,I don't know.,I don't know.,uncertainty,neutral,neutral
1900-01-01 00:24:17.627982,1900-01-01 00:24:19.627982,I just thought he was something better than what you're showing.,I just thought he was something better than what you're showing.,disappointment,sadness,moderate
1900-01-01 00:24:19.627982,1900-01-01 00:24:21.127982,Open your eyes.,Open your eyes.,command,neutral,neutral
1900-01-01 00:24:21.127982,1900-01-01 00:24:23.526982,I've never seen anything so ridiculous.,I've never seen anything so ridiculous.,contempt,disgust,moderate
1900-01-01 00:24:23.526982,1900-01-01 00:24:26.426982,And to stand there with his arms folded and give me shit,And to stand there with his arms folded and give me shit,resentment,anger,moderate
1900-01-01 00:24:26.426982,1900-01-01 00:24:27.627982,on the back of screwing up something,on the back of screwing up something,regret,sadness,moderate
1900-01-01 00:24:27.627982,1900-01-01 00:24:30.127982,that I went out and bought half an hour before we opened.,that I went out and bought half an hour before we opened.,recollection,neutral,neutral
1900-01-01 00:24:30.127982,1900-01-01 00:24:31.967982,He's trying to install a little bit of passion.,He's trying to install a little bit of passion.,hopefulness,happiness,mild
1900-01-01 00:24:31.967982,1900-01-01 00:24:33.766982,"He's just telling me, like, I just don't have enough time.","He's just telling me, like, I just don't have enough time.",frustration,sadness,moderate
1900-01-01 00:24:33.766982,1900-01-01 00:24:35.806982,He cooks one dish at a time.,He cooks one dish at a time.,focus,neutral,neutral
1900-01-01 00:24:35.806982,1900-01-01 00:24:37.947982,"A six top and the other dish, you just sit there.","A six top and the other dish, you just sit there.",frustration,anger,moderate
1900-01-01 00:24:37.947982,1900-01-01 00:24:39.646982,And you're scared of that?,And you're scared of that?,doubt,fear,mild
1900-01-01 00:24:39.646982,1900-01-01 00:24:41.106982,Where the fuck do we go?,Where the fuck do we go?,confusion,fear,intense
1900-01-01 00:24:41.106982,1900-01-01 00:24:42.706982,I've been his friend for 10 years.,I've been his friend for 10 years.,nostalgia,happiness,mild
1900-01-01 00:24:42.706982,1900-01-01 00:24:43.606982,I know his family.,I know his family.,familiarity,neutral,neutral
1900-01-01 00:24:43.606982,1900-01-01 00:24:44.606982,"OK, great.","OK, great.",satisfaction,happiness,mild
1900-01-01 00:24:44.606982,1900-01-01 00:24:45.507982,He's got kids.,He's got kids.,acknowledgment,neutral,neutral
1900-01-01 00:24:45.507982,1900-01-01 00:24:46.787982,So does your sister.,So does your sister.,defensiveness,anger,mild
1900-01-01 00:24:46.866982,1900-01-01 00:24:49.067982,It's your fucking business.,It's your fucking business.,defensiveness,anger,intense
1900-01-01 00:24:49.067982,1900-01-01 00:24:50.847982,Come on.,Come on.,impatience,anger,mild
1900-01-01 00:24:50.847982,1900-01-01 00:24:52.247982,Honestly.,Honestly.,candor,neutral,neutral
1900-01-01 00:24:52.247982,1900-01-01 00:24:54.146982,Italian cafe.,Italian cafe.,neutrality,neutral,neutral
1900-01-01 00:24:54.146982,1900-01-01 00:24:55.706982,Wow.,Wow.,amazement,surprise,mild
1900-01-01 00:24:54.371995,1900-01-01 00:24:55.631995,what's going on now?,what's going on now?,confusion,surprise,mild
1900-01-01 00:24:55.631995,1900-01-01 00:24:56.471995,I don't know.,I don't know.,uncertainty,neutral,neutral
1900-01-01 00:25:02.111995,1900-01-01 00:25:04.511995,"After Casimiro ruined the meatballs,","After Casimiro ruined the meatballs,",disappointment,sadness,mild
1900-01-01 00:25:04.511995,1900-01-01 00:25:05.951995,What the fuck have you done?,What the fuck have you done?,accusation,anger,intense
1900-01-01 00:25:05.951995,1900-01-01 00:25:07.751995,and has now refused to cook.,and has now refused to cook.,defiance,anger,moderate
1900-01-01 00:25:07.751995,1900-01-01 00:25:08.651995,Pasta cocinar?,Cook pasta?,curiosity,neutral,mild
1900-01-01 00:25:08.651995,1900-01-01 00:25:10.191995,No.,No.,rejection,anger,mild
1900-01-01 00:25:10.191995,1900-01-01 00:25:13.911995,"Chef Ramsay is frustrated, not only by the chef,","Chef Ramsay is frustrated, not only by the chef,",frustration,anger,moderate
1900-01-01 00:25:13.911995,1900-01-01 00:25:16.551995,but also by Tatiana's lack of management.,but also by Tatiana's lack of management.,frustration,anger,moderate
1900-01-01 00:25:16.551995,1900-01-01 00:25:18.250995,I've been his friend for 10 years.,I've been his friend for 10 years.,nostalgia,happiness,mild
1900-01-01 00:25:18.250995,1900-01-01 00:25:19.151995,I know he's family.,I know he's family.,resignation,neutral,neutral
1900-01-01 00:25:19.151995,1900-01-01 00:25:20.090995,I'm sorry.,I'm sorry.,remorse,sadness,mild
1900-01-01 00:25:20.090995,1900-01-01 00:25:20.891995,"OK, great. He's got kids.","OK, great. He's got kids.",approval,happiness,mild
1900-01-01 00:25:20.891995,1900-01-01 00:25:21.791995,I'm sorry.,I'm sorry.,remorse,sadness,mild
1900-01-01 00:25:21.791995,1900-01-01 00:25:22.631995,He's your sister.,He's your sister.,confusion,surprise,moderate
1900-01-01 00:25:22.631995,1900-01-01 00:25:23.631995,It's none of my business.,It's none of my business.,detachment,neutral,neutral
1900-01-01 00:25:23.631995,1900-01-01 00:25:25.430995,Come on.,Come on.,impatience,anger,mild
1900-01-01 00:25:25.430995,1900-01-01 00:25:26.790995,Honestly.,Honestly.,candor,neutral,neutral
1900-01-01 00:25:26.790995,1900-01-01 00:25:28.490995,Italian cafe?,Italian cafe?,curiosity,surprise,mild
1900-01-01 00:25:28.490995,1900-01-01 00:25:29.391995,Wow.,Wow.,amazement,surprise,mild
1900-01-01 00:25:29.391995,1900-01-01 00:25:30.290995,What a joke.,What a joke.,contempt,disgust,moderate
1900-01-01 00:25:30.290995,1900-01-01 00:25:33.271995,Ha ha ha.,Ha ha ha.,amusement,happiness,mild
1900-01-01 00:25:33.271995,1900-01-01 00:25:34.170995,"OK, one more time.","OK, one more time.",determination,neutral,mild
1900-01-01 00:25:34.170995,1900-01-01 00:25:35.071995,That's it.,That's it.,finality,neutral,neutral
1900-01-01 00:25:35.071995,1900-01-01 00:25:35.970995,Is that all right?,Is that all right?,uncertainty,fear,mild
1900-01-01 00:25:35.970995,1900-01-01 00:25:36.871995,Yeah.,Yeah.,agreement,neutral,neutral
1900-01-01 00:25:36.871995,1900-01-01 00:25:37.871995,Is that all right?,Is that all right?,uncertainty,fear,mild
1900-01-01 00:25:37.871995,1900-01-01 00:25:40.871995,"Oh, gosh.","Oh, gosh.",surprise,surprise,mild
1900-01-01 00:25:40.871995,1900-01-01 00:25:43.251995,"Chef, don't leave.","Chef, don't leave.",pleading,sadness,moderate
1900-01-01 00:25:43.251995,1900-01-01 00:25:46.251995,Please don't leave.,Please don't leave.,pleading,sadness,moderate
1900-01-01 00:25:46.251995,1900-01-01 00:25:47.251995,I don't know what to do.,I don't know what to do.,confusion,fear,moderate
1900-01-01 00:25:47.251995,1900-01-01 00:25:48.251995,It's my fault.,It's my fault.,guilt,sadness,moderate
1900-01-01 00:25:48.251995,1900-01-01 00:25:50.650995,"I just, I, I, I, it's just insane.","I just, I, I, I, it's just insane.",bewilderment,surprise,intense
1900-01-01 00:25:50.650995,1900-01-01 00:25:53.751995,No restaurant anywhere in this country functions like that.,No restaurant anywhere in this country functions like that.,disbelief,surprise,moderate
1900-01-01 00:25:53.751995,1900-01-01 00:25:57.351995,"Just help us because I can't, I can't have it fail.","Just help us because I can't, I can't have it fail.",desperation,fear,intense
1900-01-01 00:25:57.351995,1900-01-01 00:25:58.811995,No pasta are you ready?,No pasta are you ready?,curiosity,neutral,neutral
1900-01-01 00:25:58.811995,1900-01-01 00:26:00.051995,What's it?,What's it?,curiosity,neutral,neutral
1900-01-01 00:26:00.051995,1900-01-01 00:26:03.290995,"When a chef outlasts two owners already,","When a chef outlasts two owners already,",pride,happiness,mild
1900-01-01 00:26:03.290995,1900-01-01 00:26:04.991995,"trust me, there's something not quite right.","trust me, there's something not quite right.",suspicion,fear,moderate
1900-01-01 00:26:04.991995,1900-01-01 00:26:07.650995,"Because if the owner previously, i.e.","Because if the owner previously, i.e.",uncertainty,neutral,neutral
1900-01-01 00:26:07.650995,1900-01-01 00:26:11.531995,"Charlie, was that fucking invested in his chef, trust me,","Charlie, was that fucking invested in his chef, trust me,",conviction,anger,moderate
1900-01-01 00:26:11.531995,1900-01-01 00:26:12.631995,he would have gone with him.,he would have gone with him.,regret,sadness,mild
1900-01-01 00:26:12.631995,1900-01-01 00:26:13.771995,He would have gone with him.,He would have gone with him.,regret,sadness,mild
1900-01-01 00:26:13.771995,1900-01-01 00:26:15.731995,"It's not rocket science, Tatiana.","It's not rocket science, Tatiana.",condescension,disgust,mild
1900-01-01 00:26:15.731995,1900-01-01 00:26:17.131995,And you're a smart girl.,And you're a smart girl.,admiration,happiness,mild
1900-01-01 00:26:17.131995,1900-01-01 00:26:18.371995,How could I have not have seen this?,How could I have not have seen this?,regret,sadness,moderate
1900-01-01 00:26:18.390995,1900-01-01 00:26:20.731995,"Well, you're scared to upset somebody.","Well, you're scared to upset somebody.",apprehension,fear,moderate
1900-01-01 00:26:20.731995,1900-01-01 00:26:24.091995,Yet you're happy to see all three family members homeless.,Yet you're happy to see all three family members homeless.,accusation,anger,moderate
1900-01-01 00:26:24.091995,1900-01-01 00:26:26.731995,But they rely on you to manage the restaurant.,But they rely on you to manage the restaurant.,expectation,neutral,mild
1900-01-01 00:26:26.731995,1900-01-01 00:26:28.430995,They depend on you to give them that security.,They depend on you to give them that security.,responsibility,neutral,mild
1900-01-01 00:26:28.430995,1900-01-01 00:26:29.330995,I failed.,I failed.,disappointment,sadness,moderate
1900-01-01 00:26:29.330995,1900-01-01 00:26:31.330995,Not some chef that won't even take on board,Not some chef that won't even take on board,dismissal,disgust,moderate
1900-01-01 00:26:31.330995,1900-01-01 00:26:33.570995,what you're trying to say.,what you're trying to say.,confusion,neutral,mild
1900-01-01 00:26:33.570995,1900-01-01 00:26:34.811995,Stand in there for five minutes.,Stand in there for five minutes.,command,neutral,neutral
1900-01-01 00:26:34.811995,1900-01-01 00:26:36.010995,Just watch what they do.,Just watch what they do.,suspicion,fear,mild
1900-01-01 00:26:36.010995,1900-01-01 00:26:38.371995,"That's if he's, you know, happy to cook again.","That's if he's, you know, happy to cook again.",uncertainty,neutral,mild
1900-01-01 00:26:42.150995,1900-01-01 00:26:43.491995,So I need to fire him.,So I need to fire him.,resignation,sadness,moderate
1900-01-01 00:26:43.491995,1900-01-01 00:26:44.851995,I'm not asking you to fire him.,I'm not asking you to fire him.,defensiveness,neutral,mild
1900-01-01 00:26:44.851995,1900-01-01 00:26:47.390995,I'm asking you to take responsibility.,I'm asking you to take responsibility.,expectation,neutral,moderate
1900-01-01 00:26:47.411995,1900-01-01 00:26:53.710995,I'm so embarrassed by the restaurant in general.,I'm so embarrassed by the restaurant in general.,embarrassment,sadness,moderate
1900-01-01 00:26:53.710995,1900-01-01 00:26:56.311995,And it's all my fault. And I'm the only one to blame,And it's all my fault. And I'm the only one to blame,guilt,sadness,intense
1900-01-01 00:26:56.311995,1900-01-01 00:26:58.051995,because I'm the owner.,because I'm the owner.,assertiveness,neutral,mild
1900-01-01 00:26:58.051995,1900-01-01 00:27:00.991995,And I'm doing such a horrible job.,And I'm doing such a horrible job.,self-doubt,sadness,intense
1900-01-01 00:27:05.790995,1900-01-01 00:27:06.691995,Put all your orders in.,Put all your orders in.,command,neutral,neutral
1900-01-01 00:27:06.691995,1900-01-01 00:27:07.591995,We're closed.,We're closed.,finality,neutral,neutral
1900-01-01 00:27:07.591995,1900-01-01 00:27:08.490995,Put them in.,Put them in.,impatience,anger,mild
1900-01-01 00:27:08.490995,1900-01-01 00:27:09.790995,I want to close.,I want to close.,resignation,sadness,mild
1900-01-01 00:27:09.790995,1900-01-01 00:27:11.130995,I guess I just have been walking around,I guess I just have been walking around,aimlessness,neutral,mild
1900-01-01 00:27:11.130995,1900-01-01 00:27:13.671995,"with, like, a sheet over my face.","with, like, a sheet over my face.",discomfort,fear,mild
1900-01-01 00:27:13.671995,1900-01-01 00:27:15.171995,And not seeing these little things,And not seeing these little things,regret,sadness,mild
1900-01-01 00:27:15.171995,1900-01-01 00:27:16.570995,that are so easy to see.,that are so easy to see.,certainty,neutral,neutral
1900-01-01 00:27:16.611995,1900-01-01 00:27:18.350995,"Val, Mom, I need to talk to you now.","Val, Mom, I need to talk to you now.",urgency,fear,moderate
1900-01-01 00:27:18.350995,1900-01-01 00:27:19.251995,You need to go outside.,You need to go outside.,insistence,neutral,mild
1900-01-01 00:27:19.251995,1900-01-01 00:27:20.050995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:27:20.050995,1900-01-01 00:27:21.290995,I'm mad at myself.,I'm mad at myself.,self-reproach,anger,moderate
1900-01-01 00:27:21.290995,1900-01-01 00:27:25.290995,I need to be the owner of this restaurant.,I need to be the owner of this restaurant.,ambition,happiness,moderate
1900-01-01 00:27:25.290995,1900-01-01 00:27:27.691995,We have to fire Casimir.,We have to fire Casimir.,resignation,sadness,moderate
1900-01-01 00:27:27.691995,1900-01-01 00:27:29.630995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:27:29.630995,1900-01-01 00:27:32.130995,"All the mistakes that he's made tonight,","All the mistakes that he's made tonight,",disappointment,sadness,moderate
1900-01-01 00:27:32.130995,1900-01-01 00:27:33.531995,he doesn't take any direction.,he doesn't take any direction.,frustration,anger,moderate
1900-01-01 00:27:33.531995,1900-01-01 00:27:34.831995,He's giving chef attitude.,He's giving chef attitude.,defiance,anger,mild
1900-01-01 00:27:34.831995,1900-01-01 00:27:36.331995,He's the problem.,He's the problem.,blame,anger,moderate
1900-01-01 00:27:38.971995,1900-01-01 00:27:40.210995,Can't even make a meatball.,Can't even make a meatball.,frustration,sadness,moderate
1900-01-01 00:27:41.210995,1900-01-01 00:27:45.451995,That's the only thing that I think is right.,That's the only thing that I think is right.,conviction,neutral,mild
1900-01-01 00:27:45.451995,1900-01-01 00:27:46.350995,This hot.,This hot.,discomfort,disgust,mild
1900-01-01 00:27:46.350995,1900-01-01 00:27:47.251995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:27:47.251995,1900-01-01 00:27:49.091995,"And I need time, too.","And I need time, too.",yearning,sadness,mild
1900-01-01 00:27:49.091995,1900-01-01 00:27:50.591995,"Oh, then you need time.","Oh, then you need time.",understanding,neutral,mild
1900-01-01 00:27:50.591995,1900-01-01 00:27:51.391995,I need to do it.,I need to do it.,determination,neutral,moderate
1900-01-01 00:28:00.270995,1900-01-01 00:28:01.070995,"Hi, everyone.","Hi, everyone.",greeting,neutral,neutral
1900-01-01 00:28:01.070995,1900-01-01 00:28:01.871995,Have a good night.,Have a good night.,warmth,happiness,mild
1900-01-01 00:28:04.671995,1900-01-01 00:28:05.671995,"Amber, get out of the kitchen.","Amber, get out of the kitchen.",command,anger,moderate
1900-01-01 00:28:11.210995,1900-01-01 00:28:12.111995,Casimiro.,Casimiro.,neutrality,neutral,neutral
1900-01-01 00:28:12.111995,1900-01-01 00:28:12.910995,Marvel.,Marvel.,admiration,happiness,mild
1900-01-01 00:28:31.231995,1900-01-01 00:28:32.930995,"Este me duele mucho, OK?","This one hurts me a lot, OK?",pain,sadness,intense
1900-01-01 00:28:37.731995,1900-01-01 00:28:39.010995,Lo siento mucho.,I'm very sorry.,remorse,sadness,moderate
1900-01-01 00:28:39.010995,1900-01-01 00:28:40.210995,"Lo siento mucho, Casimiro.","I'm very sorry, Casimiro.",remorse,sadness,moderate
1900-01-01 00:28:44.111995,1900-01-01 00:28:45.010995,Sorry.,Sorry.,regret,sadness,mild
1900-01-01 00:28:45.010995,1900-01-01 00:28:45.910995,Sorry.,Sorry.,remorse,sadness,mild
1900-01-01 00:28:45.910995,1900-01-01 00:28:46.811995,"No, yo sabía.","No, I knew.",certainty,neutral,neutral
1900-01-01 00:28:46.811995,1900-01-01 00:28:47.710995,Yo sabía yo.,"I knew it, I did.",certainty,neutral,neutral
1900-01-01 00:29:09.010995,1900-01-01 00:29:09.910995,"Oh, my god.","Oh, my god.",shock,surprise,moderate
1900-01-01 00:29:15.450995,1900-01-01 00:29:17.811995,After finally understanding what her chef was,After finally understanding what her chef was,realization,surprise,mild
1900-01-01 00:29:17.811995,1900-01-01 00:29:19.390995,really doing to her restaurant.,really doing to her restaurant.,concern,fear,mild
1900-01-01 00:29:26.631995,1900-01-01 00:29:30.031995,Tatiana makes her first big change since becoming an owner.,Tatiana makes her first big change since becoming an owner.,anticipation,happiness,moderate
1900-01-01 00:29:32.531995,1900-01-01 00:29:33.330995,Sorry.,Sorry.,remorse,sadness,mild
1900-01-01 00:29:33.330995,1900-01-01 00:29:34.131995,Sorry.,Sorry.,regret,sadness,mild
1900-01-01 00:29:39.011995,1900-01-01 00:29:39.911995,"Oh, my god.","Oh, my god.",astonishment,surprise,moderate
1900-01-01 00:29:57.390995,1900-01-01 00:29:58.930995,Where's Tatiana?,Where's Tatiana?,curiosity,neutral,mild
1900-01-01 00:29:58.930995,1900-01-01 00:30:00.730995,I think she's crying in the bathroom.,I think she's crying in the bathroom.,concern,sadness,moderate
1900-01-01 00:30:00.730995,1900-01-01 00:30:03.031995,Tatiana let Casimiro go.,Tatiana let Casimiro go.,resignation,sadness,mild
1900-01-01 00:30:03.031995,1900-01-01 00:30:03.830995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:30:03.830995,1900-01-01 00:30:04.631995,I'm sorry.,I'm sorry.,remorse,sadness,mild
1900-01-01 00:30:09.131995,1900-01-01 00:30:10.131995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:30:10.131995,1900-01-01 00:30:12.031995,"Listen, I know it's hard.","Listen, I know it's hard.",empathy,sadness,mild
1900-01-01 00:30:12.031995,1900-01-01 00:30:15.110995,"Yeah, but I'm here.","Yeah, but I'm here.",reassurance,happiness,mild
1900-01-01 00:30:15.110995,1900-01-01 00:30:17.110995,I'm here to support you.,I'm here to support you.,reassurance,happiness,mild
1900-01-01 00:30:17.110995,1900-01-01 00:30:17.911995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:30:19.911995,1900-01-01 00:30:20.911995,Good night.,Good night.,calm,neutral,neutral
1900-01-01 00:30:20.911995,1900-01-01 00:30:21.911995,"OK, we've got two seconds.","OK, we've got two seconds.",urgency,fear,moderate
1900-01-01 00:30:21.911995,1900-01-01 00:30:22.911995,Let's have a quick word.,Let's have a quick word.,anticipation,neutral,mild
1900-01-01 00:30:22.911995,1900-01-01 00:30:23.811995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:30:23.811995,1900-01-01 00:30:24.811995,Please.,Please.,pleading,sadness,mild
1900-01-01 00:30:24.811995,1900-01-01 00:30:25.710995,Val.,Val.,neutrality,neutral,neutral
1900-01-01 00:30:25.710995,1900-01-01 00:30:26.610995,"Thanks, Chef.","Thanks, Chef.",gratitude,happiness,mild
1900-01-01 00:30:32.031995,1900-01-01 00:30:33.730995,"Honestly, I think the light went on for you.","Honestly, I think the light went on for you.",realization,happiness,mild
1900-01-01 00:30:34.330995,1900-01-01 00:30:37.131995,Woke up and started making some tough decisions.,Woke up and started making some tough decisions.,determination,neutral,moderate
1900-01-01 00:30:37.131995,1900-01-01 00:30:38.230995,I don't think you've ever done that since you,I don't think you've ever done that since you,doubt,neutral,mild
1900-01-01 00:30:38.230995,1900-01-01 00:30:39.691995,bought this place.,bought this place.,acquisition,neutral,neutral
